year,division,match_id,url_key,source_url,match_date,kickoff,section,home_team,away_team,home_score,away_score,venue,status,fetched_at,source_type,discovered_from,note
2026,1部,2026_D1_m30,m30,https://u15.kantolsl.com/2026/div1/m30,2026-09-05,16:00,第8節,小美玉フットボールアカデミ,ジェフユナイテッド市原・千葉レディースU-15,5,0,タスパジャパンミート パーク,played,2026-09-06T21:46:49+09:00,primary_match_page,https://u15.kantolsl.com/2026/div1,
2026,1部,2026_D1_m31,m31,https://u15.kantolsl.com/2026/div1/m31,2026-09-06,16:15,第8節,INAC白岡SCレディース,ノジマステラ神奈川相模原アヴェニーレ,2,2,白岡市総合運動公園 陸上競技場,played,2026-09-06T21:46:49+09:00,primary_match_page,https://u15.kantolsl.com/2026/div1,
2026,1部,2026_D1_m32,m32,https://u15.kantolsl.com/2026/div1/m32,2026-09-05,17:00,第8節,VONDS市原FCレディ－スU-15,横須賀シーガルズMEG,1,1,VONDSグリーンパーク,played,2026-09-06T21:46:50+09:00,primary_match_page,https://u15.kantolsl.com/2026/div1,
2026,2部,2026_D2_m01,m01,https://u15.kantolsl.com/2026/div2/m01,2026-04-05,13:00,第1節,ちふれASエルフェン埼玉マリU-15,FC市川GUNNERSレディース,1,1,ちふれ飯能グラウンド,played,2026-09-06T21:47:08+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m02,m02,https://u15.kantolsl.com/2026/div2/m02,2026-04-05,13:00,第1節,INAC柏CRAVO FC,府ロクレディース,2,0,あけぼの山農業公園 芝生広場,played,2026-09-06T21:47:09+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m03,m03,https://u15.kantolsl.com/2026/div2/m03,2026-04-05,13:00,第1節,栃木SCレディース,スフィーダ世田谷FCユース,2,0,とちぎフットボールセンタ,played,2026-09-06T21:47:10+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m04,m04,https://u15.kantolsl.com/2026/div2/m04,2026-04-04,15:00,第1節,東 RB大宮アルディージャWOMEN U15,十文字中学校,1,1,SFAフットボールセンタ,played,2026-09-06T21:47:10+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m05,m05,https://u15.kantolsl.com/2026/div2/m05,2026-04-11,17:15,第2節,A面 府ロクレディース,ちふれASエルフェン埼玉マリU-15,1,2,清瀬内山運動公園サッカー場,played,2026-09-06T21:47:11+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m06,m06,https://u15.kantolsl.com/2026/div2/m06,2026-04-12,17:10,第2節,FC市川GUNNERSレディース,INAC柏CRAVO FC,0,6,VISIO フットボールフィールド,played,2026-09-06T21:47:11+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m07,m07,https://u15.kantolsl.com/2026/div2/m07,2026-04-12,11:00,第2節,十文字中学校,スフィーダ世田谷FCユース,0,3,十文字学園女子大学 サッカーグラウンド,played,2026-09-06T21:47:12+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m08,m08,https://u15.kantolsl.com/2026/div2/m08,2026-04-11,13:00,第2節,栃木SCレディース,RB大宮アルディージャWOMEN U15,3,0,とちぎフットボールセンタ,played,2026-09-06T21:47:13+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m09,m09,https://u15.kantolsl.com/2026/div2/m09,2026-04-19,13:30,第3節,ちふれASエルフェン埼玉マリU-15,栃木SCレディース,0,1,ちふれ飯能グラウンド,played,2026-09-06T21:47:13+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m10,m10,https://u15.kantolsl.com/2026/div2/m10,2026-04-19,14:00,第3節,INAC柏CRAVO FC,十文字中学校,1,0,あけぼの山農業公園 芝生広場,played,2026-09-06T21:47:14+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m11,m11,https://u15.kantolsl.com/2026/div2/m11,2026-04-19,13:15,第3節,B面 スフィーダ世田谷FCユース,FC市川GUNNERSレディース,5,1,清瀬内山運動公園サッカー場,played,2026-09-06T21:47:15+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m12,m12,https://u15.kantolsl.com/2026/div2/m12,2026-04-19,18:00,第3節,西 RB大宮アルディージャWOMEN U15,府ロクレディース,3,0,SFAフットボールセンタ,played,2026-09-06T21:47:15+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m13,m13,https://u15.kantolsl.com/2026/div2/m13,2026-05-10,14:00,第4節,十文字中学校,ちふれASエルフェン埼玉マリU-15,2,0,十文字学園女子大学 サッカーグラウンド,played,2026-09-06T21:47:16+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m14,m14,https://u15.kantolsl.com/2026/div2/m14,2026-05-10,14:00,第4節,INAC柏CRAVO FC,栃木SCレディース,0,3,あけぼの山農業公園 芝生広場,played,2026-09-06T21:47:17+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m15,m15,https://u15.kantolsl.com/2026/div2/m15,2026-05-10,18:15,第4節,府ロクレディース,スフィーダ世田谷FCユース,1,6,府中朝日フットボールパーク,played,2026-09-06T21:47:17+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m16,m16,https://u15.kantolsl.com/2026/div2/m16,2026-05-10,17:10,第4節,FC市川GUNNERSレディース,RB大宮アルディージャWOMEN U15,0,2,VISIO フットボールフィールド,played,2026-09-06T21:47:18+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m17,m17,https://u15.kantolsl.com/2026/div2/m17,2026-05-16,15:00,第5節,東 RB大宮アルディージャWOMEN U15,ちふれASエルフェン埼玉マリU-15,1,1,SFAフットボールセンタ,played,2026-09-06T21:47:19+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m18,m18,https://u15.kantolsl.com/2026/div2/m18,2026-05-17,13:00,第5節,INAC柏CRAVO FC,スフィーダ世田谷FCユース,0,1,あけぼの山農業公園 芝生広場,played,2026-09-06T21:47:20+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m19,m19,https://u15.kantolsl.com/2026/div2/m19,2026-05-17,12:00,第5節,十文字中学校,FC市川GUNNERSレディース,1,0,十文字学園女子大学 サッカーグラウンド,played,2026-09-06T21:47:20+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m20,m20,https://u15.kantolsl.com/2026/div2/m20,2026-05-16,13:00,第5節,栃木SCレディース,府ロクレディース,4,0,SAKURAグリーンフィールド,played,2026-09-06T21:47:21+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m21,m21,https://u15.kantolsl.com/2026/div2/m21,2026-05-31,13:15,第6節,ちふれASエルフェン埼玉マリU-15,スフィーダ世田谷FCユース,1,3,埼玉スタジアム 第２グラウンド,played,2026-09-06T21:47:21+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m22,m22,https://u15.kantolsl.com/2026/div2/m22,2026-05-30,15:00,第6節,RB大宮アルディージャWOMEN U15,INAC柏CRAVO FC,0,3,和光スポーツアイランド サッカー場,played,2026-09-06T21:47:22+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m23,m23,https://u15.kantolsl.com/2026/div2/m23,2026-05-30,18:30,第6節,府ロクレディース,十文字中学校,0,1,東京フットボールセンター 八王子富士森競技場,played,2026-09-06T21:47:23+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m24,m24,https://u15.kantolsl.com/2026/div2/m24,2026-05-31,14:10,第6節,FC市川GUNNERSレディース,栃木SCレディース,0,2,VISIO フットボールフィールド,played,2026-09-06T21:47:23+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m25,m25,https://u15.kantolsl.com/2026/div2/m25,2026-06-07,10:15,第7節,ちふれASエルフェン埼玉マリU-15,INAC柏CRAVO FC,1,3,埼玉スタジアム 第３グラウンド,played,2026-09-06T21:47:24+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m26,m26,https://u15.kantolsl.com/2026/div2/m26,2026-06-07,13:15,第7節,C面 スフィーダ世田谷FCユース,RB大宮アルディージャWOMEN U15,0,0,清瀬内山運動公園サッカー場,played,2026-09-06T21:47:25+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m27,m27,https://u15.kantolsl.com/2026/div2/m27,2026-06-07,14:45,第7節,十文字中学校,栃木SCレディース,1,2,十文字学園女子大学 サッカーグラウンド,played,2026-09-06T21:47:25+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m28,m28,https://u15.kantolsl.com/2026/div2/m28,2026-06-07,17:15,第7節,FC市川GUNNERSレディース,府ロクレディース,3,1,VISIO フットボールフィールド,played,2026-09-06T21:47:26+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m29,m29,https://u15.kantolsl.com/2026/div2/m29,2026-09-06,13:10,第8節,FC市川GUNNERSレディース,ちふれASエルフェン埼玉マリU-15,0,1,VISIO フットボールフィールド,played,2026-09-06T21:47:27+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m30,m30,https://u15.kantolsl.com/2026/div2/m30,2026-09-05,15:00,第8節,府ロクレディース,INAC柏CRAVO FC,0,6,府中朝日フットボールパーク,played,2026-09-06T21:47:27+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m31,m31,https://u15.kantolsl.com/2026/div2/m31,2026-09-05,17:15,第8節,A面 スフィーダ世田谷FCユース,栃木SCレディース,1,0,清瀬内山運動公園サッカー場,played,2026-09-06T21:47:28+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
2026,2部,2026_D2_m32,m32,https://u15.kantolsl.com/2026/div2/m32,2026-09-06,14:00,第8節,十文字中学校,RB大宮アルディージャWOMEN U15,1,0,十文字学園女子大学 サッカーグラウンド,played,2026-09-06T21:47:29+09:00,primary_match_page,https://u15.kantolsl.com/2026/div2,
